building_id,model,n_origins,nmae,nrmse,mape,ncrps
Panther_lodging_Tracie,chronos_bolt_small,28,0.0865557180194188,0.1411653307837094,9.974884042341715,0.0678962516957901
Panther_lodging_Willa,chronos_bolt_small,28,0.0356231349573039,0.0482679498662221,3.5684247305048253,0.0280237395001756
Panther_office_Antonette,chronos_bolt_small,28,0.054962777723658,0.0737073100418468,5.811235770977586,0.0435663457005993
Panther_office_Brent,chronos_bolt_small,28,0.2235174024015704,0.3456062607475885,45.52904426339752,0.339325636698747
Panther_office_Catherine,chronos_bolt_small,28,0.1374285722967109,0.1910976903532932,13.292765212972087,0.1073932698643647
Panther_office_Christian,chronos_bolt_small,28,0.1540777757575129,0.2391292564164902,18.182177917302734,0.1491327354801424
Panther_office_Christin,chronos_bolt_small,28,0.0396789599102498,0.0844733060558151,4.67767707914816,0.0387222207796992
Panther_office_Clementine,chronos_bolt_small,28,0.0729552649827286,0.0972590045347171,7.240417568398043,0.0567428219803105
Panther_office_Danica,chronos_bolt_small,28,0.2482466685333124,0.3989343908706173,23.40840037485025,0.2001490355486826
Panther_office_Garth,chronos_bolt_small,28,0.0850851492360817,0.1269400812507687,8.187728568507275,0.0688509372657883
Panther_office_Graham,chronos_bolt_small,28,0.053764916365893,0.1128339955960999,6.512583435536524,0.0545534693487225
Panther_office_Hannah,chronos_bolt_small,28,0.2439571329363576,0.403626384922317,26.884185231337003,0.1928518309065056
Panther_office_Jeane,chronos_bolt_small,28,0.1468457374398073,0.2223730018393723,15.256640090549965,0.1177581431125113
Panther_office_Jesus,chronos_bolt_small,28,0.0957739305565849,0.1967976488310903,11.896341162920368,0.0949028324687412
Panther_office_Karla,chronos_bolt_small,28,0.1453969542638074,0.2915674297420525,14.14388304746493,0.1225394355497267
Panther_office_Kristen,chronos_bolt_small,28,0.0448573976577617,0.0602175790767521,4.514207386283968,0.0350469020628449
Panther_office_Larry,chronos_bolt_small,28,0.110791514629565,0.1728240422929751,12.988199627861713,0.1047433826276073
Panther_office_Lauretta,chronos_bolt_small,28,0.0347129634749082,0.0593499461958605,3.5785903007496365,0.0296602646474553
Panther_office_Lavinia,chronos_bolt_small,28,0.0907478536956828,0.1401961337625903,8.396236501273265,0.0708294833311191
Panther_office_Lois,chronos_bolt_small,28,0.043510168083646,0.1849408215199972,3.922284357118876,0.036561484681988
Panther_office_Otto,chronos_bolt_small,28,0.063891009172088,0.0930841258957375,6.434947477610158,0.0505718118924635
Panther_office_Patti,chronos_bolt_small,28,0.046736289189094,0.0636325943886216,4.638336221158204,0.0377384951516084
Panther_office_Ruthie,chronos_bolt_small,28,0.0507372102807163,0.0689665265292723,5.181671629863194,0.0401784912415318
Panther_office_Shauna,chronos_bolt_small,28,0.1170008521480598,0.185575098869811,12.29807884443848,0.1085399572674037
Panther_office_Taryn,chronos_bolt_small,28,0.0559052026807983,0.1141502884721882,6.996274493576407,0.054493416494363
Panther_office_Valarie,chronos_bolt_small,28,0.0807192628719798,0.1112872323171897,8.350305896721391,0.0648560355708661
Panther_other_Bethel,chronos_bolt_small,28,0.0697183851428329,0.0944403100125607,7.273656466915312,0.0551092965906645
Panther_other_Bettie,chronos_bolt_small,28,0.0292570871422146,0.0439147878024659,2.836877702664119,0.0227500412402103
Panther_other_Lucina,chronos_bolt_small,28,0.1001332392532353,0.3163877331780499,450.4839632663744,1616419813.5050318
Panther_other_Tyrone,chronos_bolt_small,28,0.1674701397830511,0.2775921026944493,20.626282273678797,0.1628809503969102
Panther_parking_Adela,chronos_bolt_small,28,0.0335331545817323,0.0464576182320904,4.031332495849652,0.0269629469717259
Panther_parking_Alaina,chronos_bolt_small,28,0.0262396962393942,0.0366959901976622,3.2331400733512536,0.0213288543304639
Panther_parking_Asia,chronos_bolt_small,28,0.0246692706478858,0.0459761681644022,2.6833010103869097,0.0215040123387664
